movie_boxoffice,movie_budget,movie_cast,movie_categories,movie_countries,movie_director,movie_id,movie_imdb_metascore,movie_imdb_nb_of_ratings,movie_imdb_popularity,movie_imdb_rating,movie_length,movie_original_title,movie_poster,movie_production_companies,movie_synopsis,movie_title,movie_url,movie_us_boxoffice,release_date
875300,22890000,"Oliver Masucci, Fanny Ardant, John Cleese, Bronwyn James, Joaquim de Almeida, Luca Barbareschi, Milan Peschel, Fortunato Cerlino, Mickey Rourke, Luisiana Kornuta Steffen, Danny Exnar, Irina Kastrinidis, Alexander Petrov, Danylo Kotov, Anton Pampushnyy, Ilia Volok, Marina Strakhova, Ema Mur","Comédie, Drame","Italie, Suisse, Pologne, France",Roman Polanski,tt14549270,,2000,2977,5.4,100,,https://m.media-amazon.com/images/M/MV5BYmJkYmEzZmItYjhhYS00NDJlLWEzNzUtMzRhNjA0NWViMWY4XkEyXkFqcGdeQXVyMjQ4NjA2MjU@._V1_.jpg,"Eliseo Entertainment, Rai Cinema, CAB Productions",Un drame qui se déroule la veille du Nouvel An 1999 dans un luxueux hôtel suisse où les vies des employés de l'hôtel et de divers clients s'entremêlent.,The Palace,https://www.imdb.com/title/tt14549270/?ref_=rlm,,15-05-2024
,,"Léa Seydoux, Louis Garrel, Vincent Lindon, Raphaël Quenard, Manuel Guillot, Françoise Gazio",Comédie,France,Quentin Dupieux,tt30784256,,,,,76,,,Chi-Fou-Mi Productions,Une farce mettant en scène des acteurs dans une terrible production. Les acteurs jouent le double rôle de personnage et d'acteur. Comédie absurde.,Le Deuxième Acte,https://www.imdb.com/title/tt30784256/?ref_=rlm,,14-05-2024
,,"Marie Toscan du Plantier, Iris Bry, Thomas Scimeca, Yannick Renier, Isild Le Besco, André Marcon, Sarah Le Picard, François Berléand, Scali Delpeyrat, Thibault de Montalembert, Karol Beffa, Stéphane Bernard, Édouard Buhr, Victor Chambon, Balthazar Corvez-Jubin, Guillemette Crémèse, Xavier de Guillebon, Clément Ducros",Drame,France,Jean-Claude Monod,tt30184788,,,,,97,,https://m.media-amazon.com/images/M/MV5BMjBjZDA3OWItZjFlZi00NzQ3LWE2ZDctMDY2ZDEzYjA0YzA1XkEyXkFqcGdeQXVyMTYyMDQ1OTAz._V1_.jpg,"Dacor Productions, ""Les Films dIci""",,Un Jour Fille,https://www.imdb.com/title/tt30184788/?ref_=rlm,,08-05-2024
,,"Léa Drucker, Eric Godon, Wim Willaert, Bastien Bouillon, Pierre Lottin, Marion Barbeau, Thor Schenker, Christophe Reymond, Karim Seghair, Silvia Massegur",,France,,tt28374926,,,,,91,,https://m.media-amazon.com/images/M/MV5BNzgwNTllNWYtZWY1Yy00Mzg4LWFiZDUtZjcxOWE5NzQ4ZmExXkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg,,,Un Homme En Fuite,https://www.imdb.com/title/tt28374926/?ref_=rlm,,08-05-2024
,,"Mélanie Bernier, Claudia Tagbo, Max Boublil, Franck Amiack",Comédie,France,,tt31014730,,,,,97,,,Latika,,Neuilly-Poissy,https://www.imdb.com/title/tt31014730/?ref_=rlm,,08-05-2024
,,"Benjamin Voisin, Emmanuelle Bercot, Rivaldo Pawawi, Lottie Andersen, Aure Atika, Suzy Bemba, Laura Felpin, Chloé Lecerf, Grégoire Ludig, Mila Michael",Comédie,France,Jérémie Sein,tt27751906,,,,,78,,https://m.media-amazon.com/images/M/MV5BZTRmYmE0OTctZWU2NS00YjBhLWExM2QtYTVhZmRhY2E3Y2VhXkEyXkFqcGdeQXVyNDgzNjg5Nw@@._V1_.jpg,Avenue B Productions,,L'Esprit Coubertin,https://www.imdb.com/title/tt27751906/?ref_=rlm,,08-05-2024
,,"Tope Tedela, Riyo David, Martha Ehinome, Uche Elumelu, Floyd Anekwe","Drame, Romantique",Nigeria,Babatunde Apalowo,tt25161220,,144,,6.4,93, All The Colours Of The World Are Between Black And White,https://m.media-amazon.com/images/M/MV5BMjkwZjY0NzUtNTYxZi00MjNkLWFkYmMtNzIxYjI2YmI4YzU5XkEyXkFqcGdeQXVyMTA3MTQyODMx._V1_.jpg,Polymath Pictures,"Bambino and Bawa meet in Lagos and hit it off immediately. During their long trips around the city, they develop a deep affection for each other. But in a society which considers homosexuality taboo, they feel the pressure of social norms.",Toutes Les Couleurs Du Monde,https://www.imdb.com/title/tt25161220/?ref_=rlm,,08-05-2024
,,"Ryô Ikeda, Wan Marui, Yûgo Mikawa, Koki Osamura, Momoi Shimada, Harumi Shuhama, Makita Sports, Haruki Takano, Kotaro Yagi",Comédie,Japon,Ryo Takebayashi,tt27510455,,426,,6.6,82, Mondays: See You 'This' Week!,https://m.media-amazon.com/images/M/MV5BYTNlMjFkNGMtMGQwYi00YTU4LThiODAtYTY5MzU2MTVmNTk1XkEyXkFqcGdeQXVyMzA4MDA0Mjc@._V1_.jpg,,Un groupe de collègues d'une agence de publicité découvre peu à peu qu'ils sont tous piégés dans une boucle temporelle d'une semaine.,Comme Un Lundi,https://www.imdb.com/title/tt27510455/?ref_=rlm,,08-05-2024
3200868,3815000,"Hennika Huuse, Todd Bishop Monrad Vistven, Johannes Kjærnes, Tobias Santelmann, Kari Simonsen, Henriette Marø, Line Verndal, Atle Antonsen, Desta Marie Beeder, Charlotte Frogner","Animation, Famille",Norvège,"Rasmus A. Sivertsen, Jean-Luc Julien",tt21212718,,257,,5.4,76, Helt Super,https://m.media-amazon.com/images/M/MV5BM2JhOTc3MzAtODVlMC00NmQxLTljMzQtZjNmODkwNzhjYjk5XkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_.jpg,Qvisten Animation,"Hedvig a rétréci le costume de super-héros de papa et ne peut donc plus être le super-Lion. Le joueur Hedvig est maladroit, mais lorsque papa choisit le cousin Adrian pour être le prochain héros, Hedvig doit réagir.",Super Lion,https://www.imdb.com/title/tt21212718/?ref_=rlm,,08-05-2024
118613,,"Augusto Góngora, Paulina Urrutia, Gustavo Cerati, Pedro Lemebel, Javier Bardem, Raúl Ruiz",Documentaire,"Chili, États-Unis",Maite Alberdi,tt24082488,85,31000,,7.4,85, La Memoria Infinita,https://m.media-amazon.com/images/M/MV5BOTFiMjFlZjEtMDM5Zi00MmIzLTliM2EtZTc3NjUzNzA3ZWI1XkEyXkFqcGdeQXVyMTYzMDUzNjEw._V1_.jpg,"Fabula, Micromundo Producciones, Chicken And Egg Pictures","Augusto et Paulina sont ensemble depuis 25 ans. Il y a huit ans, on lui a diagnostiqué la maladie d'Alzheimer. Tous deux redoutent le jour où il ne la reconnaîtra plus.",La Mémoire Éternelle,https://www.imdb.com/title/tt24082488/?ref_=rlm,67594,08-05-2024
,,"Lilith Grasmug, Mermoz Melchior, Benjamin Python, Noah Watzlawick, Lea Gigon, Diana Gervalla, Lou Iff, Sabine Timoteo, François Revaclier, Marco Calamandrei, Barbara Tobola, Etienne Tripoz, Lisa Kirby",Drame,Suisse,Carmen Jaquier,tt12390508,,318,,6.2,92,,https://m.media-amazon.com/images/M/MV5BMjk1YTI4M2ItMzMyYi00MDE5LWFkZWItZWJmODFmYWIzODI0XkEyXkFqcGdeQXVyMTU1MTA4ODU2._V1_.jpg,"Close Up Films, Radio Télévision Suisse (RTS)","In a Swiss village, Elisabeth, 17, returns home from the convent after learning of her sister's mysterious death. Reunited with her three childhood friends, she discovers that faith and desire can sometimes be intertwined.",Foudre,https://www.imdb.com/title/tt12390508/?ref_=rlm,,08-05-2024
,,"Turlough Convery, Benny O. Arthur, Jacqueline Moré, Tom Gould, Alessia Yoko Fontana, Kyle Scudder, Charlotte Stoiber, ""Aidan OHare"", Daniel Lundh, Gary Anthony Stennette","Action, Horreur",Canada,"François Simard, Anouk Whissell, Yoann-Karl Whissell",tt28662887,,92,,6.3,83,,,"Borsalino Productions, StudioCanal",Des activistes de la génération Z sont violemment arrêtés par un gardien de nuit dérangé après s'être faufilés dans un magasin de meubles à grande surface destructeur de l'environnement.,Wake Up,https://www.imdb.com/title/tt28662887/?ref_=rlm,,08-05-2024
,,"Freya Allan, Kevin Durand, William H. Macy, Dichen Lachman, Owen Teague, Peter Macon, Sara Wiseman, Neil Sandilands, Lydia Peckham, Eka Darville, Travis Jeffery, Ras-Samuel, Nina Gallas","Action, Science-fiction",États-Unis,Wes Ball,tt11389872,,,103,,145, Kingdom Of The Planet Of The Apes,https://m.media-amazon.com/images/M/MV5BYTUzYTIwNWMtZWRjZC00MTMyLTlkMzYtNGZkNDcwZTYxYzU2XkEyXkFqcGdeQXVyNjMxMTE2Mjg@._V1_.jpg,"Disney Studios Australia, Twentieth Century Fox",Un jeune singe entreprend un voyage qui l'amène à remettre en question tout ce qu'on lui a appris sur le passé et à prendre des décisions qui détermineront son avenir.,La Planète Des Singes: Nouveau Royaume,https://www.imdb.com/title/tt11389872/?ref_=rlm,,08-05-2024
,12500000,"Avantika, Olwen Fouéré, Jacob Batalon, Harriet Slater, Humberly González, Larsen Thompson, Wolfgang Novogratz, Stasa Nikolic, James Swanton, Adain Bradley, Alan Wells, Joss Carter, Suncica Milanovic",Horreur,États-Unis,"Spenser Cohen, Anna Halberg",tt14088510,,,1130,,92, Tarot,https://m.media-amazon.com/images/M/MV5BZDA5NDZmNjctNGZjNS00OTU1LWIzYTgtMTc3ZjI1ZDdmOGU3XkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg,"Screen Gems, Alloy Entertainment, Capstone Pictures","Lorsqu'un groupe d'amis viole inconsidérément la règle sacrée de la lecture du Tarot, ils libèrent sans le savoir un mal indicible emprisonné dans les cartes maudites.",Les Cartes Du Mal,https://www.imdb.com/title/tt14088510/?ref_=rlm,,08-05-2024
,,"Fatima Adoum, Mariama Gueye, Corinne Masiero, Salimata Kamate, Kool Shen, Marie-Sohna Condé, Maïmouna Gueye, Lucie Charles-Alfred, Abdallah Charki",,France,,tt27722491,,,,,87,,https://m.media-amazon.com/images/M/MV5BOGRiNjdlMjYtZTUzYS00MzhkLTkxYTctNjg4MGIzN2RkMDYyXkEyXkFqcGdeQXVyMTE5NTM5NTU5._V1_.jpg,"Albertine Productions, Prima Vista","Nothing had prepared Eva for the demands of a large hotel. When she joined the team of chambermaids, she met colleagues with strong personalities: Safietou, Aissata, Violette and Simone.Between laughter and hard knocks, the young woman discovers a close-knit team united in the fa...",Petites Mains,https://www.imdb.com/title/tt27722491/?ref_=rlm,,01-05-2024
,,,Documentaire,France,Nicolas Peduzzi,tt27009824,,59,,7.8,102,,https://m.media-amazon.com/images/M/MV5BMzNjMTBkNDktMjYyYy00MGY0LWJjOGMtYTcyZjAxZWFjYWE0XkEyXkFqcGdeQXVyODgxMDAxMjY@._V1_.jpg,"ARTE, Gogogo Films","Comment bien soigner dans une institution malade ? Dans un hôpital de la région parisienne, un psychiatre se consacre à sa mission au risque de perdre du terrain.",État Limite,https://www.imdb.com/title/tt27009824/?ref_=rlm,,01-05-2024
,,"Diego Murgia, Benjamin Tellier, Jean Devie, Emmanuelle Bercot, Raphaël Quenard",,France,,tt28100718,,12,,7.3,95, Les Trois Fantastiques,,"Rectangle Productions, Les Films Norfolk","East of France, today. Max, a witty and brave 12-year-old, feels like he has two families instead of one. In and after school, he spends all his time with his two best friends Tom and Vivian, who are always there to make life easier for each other. Together, they are The Fantasti...",Les Trois Fantastiques,https://www.imdb.com/title/tt28100718/?ref_=rlm,,01-05-2024
,,"Artus, Clovis Cornillac, Alice Belaïdi, Marc Riso, Céline Groussard, Gad Abecassis, Ludovic Boul, Stanislas Carmont, Marie Colin, Thibaut Conan, Mayane Sarah El Baze, Théophile Leroy, Boris Pitoëff, Sofian Ribes, Arnaud Toupense, Benjamin Vandewalle",Comédie,France,Artus,tt30795948,,,,,99,,https://m.media-amazon.com/images/M/MV5BMGRhNTQ3MjYtYWIzMi00YmJiLTkzZmYtYzMwZGI3NDFmNWU3XkEyXkFqcGdeQXVyMjAxNjM0OA@@._V1_.jpg,Cine Nomine,"Pour échapper à la police, un fils et son père trouvent refuge dans une colonie de vacances pour jeunes adultes handicapés, en se faisant passer pour un pensionnaire et son éducateur.",Un P'Tit Truc En Plus,https://www.imdb.com/title/tt30795948/?ref_=rlm,,01-05-2024
,109000,"Alex Lutz, Léa Drucker, Nora Hamzawi, Louise Chevillotte, Arcadi Radeff, Laurence Côte, Jonny Carlo, Alain Chamfort, Céline Karter, Matthieu Lucci, Eric Marcel, Vincent Nemeth, Christophe Paou, Olivier Rabourdin, Alexandre Steiger, Jesse Guttridge",Drame,France,Pascal Bonitzer,tt29147289,,,,,91,,https://m.media-amazon.com/images/M/MV5BYTZmMjVkNzAtZDBiNS00ZmFhLWIzZWMtMWRjYTFjMTRkMzg5XkEyXkFqcGdeQXVyOTMyMjYwNTA@._V1_.jpg,SBS Productions,"André Masson, specialist in modern art, receives a letter according to which a painting by Egon Schiele had been discovered in Mulhouse. He finds that the work has been missing since 1939. This discovery puts his career in danger.",Le Tableau Volé,https://www.imdb.com/title/tt29147289/?ref_=rlm,,01-05-2024
20738,,"Francisco Hyjno Kraho, Ilda Patpro Kraho, Luzia Cruwakwyj Kraho, Solane Tehtikwyj Kraho, Raene Kôtô Krahô, Debora Sodre",Drame,"Portugal, Brésil","Renée Nader Messora, João Salaviza",tt27502245,,191,,6.4,123, Crowrã,,"Entrefilmes, Karõ Filmes","Patpro, recounting the history, struggle for land took place in 1940. Krahô never stop inventing new forms of resistance, guided by their ancestral rites, and their fight to preserve their freedom.",La Fleur De Buriti,https://www.imdb.com/title/tt27502245/?ref_=rlm,,01-05-2024
,,"Aaron Taylor-Johnson, Ryan Gosling, Emily Blunt, Hannah Waddingham, Teresa Palmer, Stephanie Hsu, Winston Duke, Madeleine Jones, Zara Michales, David Collins, Charlotte Wood, Ben Knight, Daniel Nelson, Matuse, Nova Onas, Adam Dunn, Tim Franklin, Magdalena Alexandra","Action, Comédie, Drame",États-Unis,David Leitch,tt1684562,77,391,58,7.5,126,,https://m.media-amazon.com/images/M/MV5BMzkwOGUxYzctZDRlZS00YmZkLTk2YjktMGNlYmI1NjQ5NzljXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_.jpg,"87North, Entertainment 360, Universal Pictures",Un cascadeur hollywoodien travaille au clair de lune en tant que chasseur de primes pour joindre les deux bouts.,The Fall Guy,https://www.imdb.com/title/tt1684562/?ref_=rlm,,01-05-2024
,,"Sidse Babett Knudsen, Sebastian Bull, Dar Salim, Marina Bouras, Olaf Johannessen, Bashar Al-Saoudi, Frantz Dupuis, Jacob Lohmann, Siir Tilif, Liv Tolsager, Thomas Voss, Rami Zayat","Drame, Thriller","Danemark, Suède, France",Gustav Möller,tt27496775,,150,,7.2,100,,https://m.media-amazon.com/images/M/MV5BODQ1YTA4MjgtNTNkNS00N2JmLTljMzktNmFiZmZhZDc1Zjc3XkEyXkFqcGdeQXVyMTc5OTQwMzk@._V1_.jpg,"Nordisk Film, Nordisk Film Production Sverige AB, Danmarks Radio (DR)",The idealistic prison officer Eva is faced with the dilemma of her life when a young man from her past gets transferred to the prison where she works.,Vogter,https://www.imdb.com/title/tt27496775/?ref_=rlm,,01-05-2024
,,"Marilú Marini, Alfredo Arias, Arthur Aumard, Valentin Clerc, Copi, Alicia Devidal, Luca Fiorello, Yolène Guais, Lawrence Leherissey, Pierre Maillet, David Marain, Bruno Marsol, Arthur Nauzyciel, Thomas Nicolle, Judith Scotto, Simon Terrenoire, Marc Toupence, Elsa Verdon",Documentaire,"France, Argentine",Sandrine Dumas,tt31597051,,,,,86,,https://m.media-amazon.com/images/M/MV5BOWUwNTc5ZDYtZWI4Zi00NjYwLTg4ZDgtZmU5MzE0MjRlYTg5XkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg,"Pio & Co, Rei Cine","Moving between biopic and documentary, the film attempts to shed light on the life and personality of the great theater actor Marilú Marini, following her for six years in rehearsals between Paris and Buenos Aires. Hard work, keeping on the move, creativity, and an insatiable des...",Marilú,https://www.imdb.com/title/tt31597051/?ref_=rlm,,24-04-2024
,,"Mathieu Kassovitz, Yvan Attal, Anaïs Parello, Cécile Morel",Drame,France,,tt28100729,,,,,,,,"Quad, Traveling Angel Films","Juste après la guerre, Michel et son frère Patrice, s'enfuient dans la forêt à l'âge de 5 et 7 ans. Ils y resteront cachés pendant 7 ans.",Frères,https://www.imdb.com/title/tt28100729/?ref_=rlm,,27-04-2024
,,,Documentaire,France,Claus Drexel,tt31567428,,,,,96,,https://m.media-amazon.com/images/M/MV5BYWM3NzI0ZDUtMWQwYi00MWM4LTk5NTAtMzkyNDA1YjUyMDY5XkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg,"Gloria Films, Polyson, ""Centre national du cinéma et de limage animée (CNC)""",,Les Vieux,https://www.imdb.com/title/tt31567428/?ref_=rlm,,24-04-2024
,,"Ifham Mathet, Bahia Boutia El Oumani, Mustafa Shimdat, Jaafar Brigui",Drame,"France, Maroc",Leila Kilani,tt26345453,,22,,5.0,127,,https://m.media-amazon.com/images/M/MV5BNDExMzhmNmUtYTkzMC00ZmUxLTk4MDAtZDQyZWNmMjkwZjNmXkEyXkFqcGdeQXVyMTQ5Mzc5MDU@._V1_.jpg,"DKB Productions, Socco Chico Films","While the matriarch of the Bechtani clan wants to clear out the family land and sell it, her son and granddaughter live within nature in a fully mystical way, paying heed to coincidences and signs that announce a coming social revolution.",Indivision,https://www.imdb.com/title/tt26345453/?ref_=rlm,,24-04-2024
,,"Hafsia Herzi, Moussa Mansaly, Louis Memmi, Michel Fau, Pablo Pauly, Florence Loiret Caille, Cédric Appietto, Henri-Noël Tabary, Anthony Morganti, Thomas Muziotti, Jean-Etienne Frisoni, Luigi Fazio, Maé Touhami, Lyam Touhami, Alexandre de Sèze, Samuel Torres Bianconi, Pierre Andrau, Patrick Battistelli","Policier, Drame",France,Stéphane Demoustier,tt19121072,,17,,7.5,118,,https://m.media-amazon.com/images/M/MV5BYTk2YzE3MDgtYjYyZS00ZmZhLThlZDktNzMyZDg5N2YzMmNhXkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg,"Petit Film, France 3 Cinéma, Canal+",,Borgo,https://www.imdb.com/title/tt19121072/?ref_=rlm,,17-04-2024
,,"Thierry Lhermitte, André Dussollier, Sabine Azéma, Sébastien Chassagne, Joséphine de Meaux, Michel Boujenah, Gaël Giraudeau, Céline Esperin",,France,,tt30442596,,,,,,,,,,N'Avoue Jamais,https://www.imdb.com/title/tt30442596/?ref_=rlm,,24-04-2024
,,"Lubna Azabal, Fabrizio Rongione, Catherine Salée, Johan Heldenbergh, Babetida Sadjo, Malek Akhmisse, Kenza Benbouchta, Ethelle Gonzalez Lardued, Mehdy Khachachi, Evelyn Ariza, Olivier Bisback, Martine Lemal, Elodie Barthels",Drame,Belgique,Jawad Rhalib,tt21916652,,88,,8.1,107,,https://m.media-amazon.com/images/M/MV5BYTMwNWYyNjMtOTBhMy00MWI5LWE5YmEtYWJkMDdmNGQ4M2RkXkEyXkFqcGdeQXVyMTYyMDQ1OTAz._V1_.jpg,"Scope Pictures, Serendipity films","Amal, a teacher in a Brussels school, encourages her pupils to cultivate a love of reading and freedom of expression, even if it means putting herself in danger. Her daring teaching practices will change her pupils' and family circle lives.",Amal,https://www.imdb.com/title/tt21916652/?ref_=rlm,,17-04-2024
245319,,"María Vázquez, Santi Prego, Tatán, Susana Sampedro, Soraya Luaces, Silvia Romaus, Xosé Manuel Esperante, Josito Porto, Lidia Veiga, Isabel Naveira, Ángel Abal, Sergio Baleirón, Ana Domínguez, Pablo Aguilar, Quinita Domínguez, Antonio Rey, Carmen Barroso, Manola Iglesias",Drame,Espagne,Álvaro Gago,tt13866630,,545,,6.6,99,,https://m.media-amazon.com/images/M/MV5BNzg5NTI2NGMtNzBlMC00YjhlLTlmMDAtNGMxOGY3MGM2YTE2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"Avalon, Axencia Galega das Industrias Culturais (AGADIC), Corporación Radio e Televisión de Galicia (CRTVG)","A woman in a Galician fishing village is struggling to get by with hard work and rough charm. With her 18-year-old daughter now ready to stand on her own two feet, Ramona begins to question her life up to this point.",Matria,https://www.imdb.com/title/tt13866630/?ref_=rlm,,17-04-2024
1941012,,"BIBI, Park Bo-kyung, Xa-Bin Hong, Jeong Jae-kwang, Kim Jong-soo, Song Joong-ki","Policier, Drame",Corée du Sud,Kim Chang-hoon,tt27502351,,401,,6.0,133, Hwaran,https://m.media-amazon.com/images/M/MV5BZTY3MGFhNWEtYTY1Zi00Zjc1LWJiYjctYTM5ZmU2MGQxYTQzXkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_.jpg,"Megabox Plus M, Sanai Pictures",Dangerous people who make risky choices to escape from their hellish realities.,Hopeless,https://www.imdb.com/title/tt27502351/?ref_=rlm,,17-04-2024
,2180000,"Steve Zahn, John Magaro, Dylan Baker, Galadriel Stineman, Matthew Del Negro, Bob Clendenin, Brad Leland, Megan Stevenson, Emily Pendergast, Alex Knight, Rio Alexander, Darcy Shean, Brannon Cross, Alaina Warren Zachary, Vic Browder, Brooks Hall, Mimi Fletcher, Ian A. Hudson","Comédie, Policier, Thriller","États-Unis, France",Shane Atkinson,tt20102596,,138,,7.0,112,,https://m.media-amazon.com/images/M/MV5BMmE4MWE4ZTgtYzEzNi00OTQ4LThjZGQtZDgyMDA0MDAwNjhiXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg,"Adastra Films, FLOTE Entertainment, Adastra Films","When Ray discovers that his wife is cheating on him, he decides he's going to kill himself. His plans suddenly change when a stranger mistakes him for a low-rent hitman.","Laroy, Texas",https://www.imdb.com/title/tt20102596/?ref_=rlm,,17-04-2024
46353,,"Lio Tipton, Weston Razooli, Charles Halford, Phoebe Ferro, Lorelei Olivia Mote, Austin Archer, Danielle Hoetmer, Charlie Stover, Skyler Peters, Abigail Sakari, Sohrab Mirmont, Rachel Browne, Andrea Browne, Chuck Marra, Colleen Baum, Kent Richards, Lonzo Liggins","Action, Aventure, Comédie",États-Unis,Weston Razooli,tt7575046,58,325,2416,7.1,113,,https://m.media-amazon.com/images/M/MV5BODM4YjlmOGYtZDBmZS00ODdkLWJkNGUtZmQyZGI4MWUzYjQzXkEyXkFqcGdeQXVyMzk3NzU1Mzg@._V1_.jpg,"ANAXIA, FullDawa Films",Trois enfants espiègles se lancent dans une odyssée forestière lorsque leur mère les envoie faire une course.,Riddle Of Fire,https://www.imdb.com/title/tt7575046/?ref_=rlm,46353,17-04-2024
45678969,,"Takuya Eguchi, Atsumi Tanezaki, Saori Hayami, ""Kenichirô Matsuda"", Hiroyuki Yoshino, Yûko Kaida, Kazuhiro Yamaji, Kenshô Ono, Natsumi Fujiwara, Emiri Kato, Ayane Sakura, Noucky Andriansyah, Anthony Bowling, Dani Chambers, Banjô Ginga, Caitlin Glass, Kento Kaku, Tomoya Nakamura","Animation, Action, Comédie",Japon,Kazuhiro Furuhashi,tt26684398,,722,3398,7.5,110, Gekijô-Ban Supai Famirî Kôdo: Howaito,https://m.media-amazon.com/images/M/MV5BMmY0NzhkODctMTc3Yy00NWNlLTliMWUtZjI2NGVkMGE5MzU3XkEyXkFqcGdeQXVyNTI4NzA1OTk@._V1_.jpg,"Wit Studio, CloverWorks, TOHO animation","After receiving an order to be replaced in Operation Strix, Loid decides to help Anya win a cooking competition at Eden Academy, by making the director's favorite meal in order to prevent his replacement.",Spy X Family Code: White,https://www.imdb.com/title/tt26684398/?ref_=rlm,,17-04-2024
,50000000,"Nick Offerman, Kirsten Dunst, Wagner Moura, Jefferson White, Nelson Lee, Evan Lai, Cailee Spaeny, Stephen McKinley Henderson, Vince Pisani, Justin James Boykin, Jess Matney, Greg Hill, Edmund Donovan, Tim James, Simeon Freeman, James Yaegashi, Dean Grimes, Alexa Mansour",Action,"États-Unis, Royaume-Uni",Alex Garland,tt17279496,79,716,29,7.1,109,,https://m.media-amazon.com/images/M/MV5BOTBlMzNlYTgtYTgxYi00YzkwLThhZDQtY2YwMmJkYTBmZjI3XkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg,"A24, DNA Films, IPR.VC","Dans un futur proche, une équipe de journalistes parcourt les États-Unis au cours d'une guerre civile qui s'intensifie rapidement et qui a englouti le pays tout entier.",Civil War,https://www.imdb.com/title/tt17279496/?ref_=rlm,,17-04-2024
,,"Dev Patel, Sharlto Copley, Pitobash, Vipin Sharma, Sikandar Kher, Adithi Kalkunte, Sobhita Dhulipala, Ashwini Kalsekar, Makrand Deshpande, Jatin Malik, Zakir Hussain","Action, Thriller","États-Unis, Canada, Singapour, Inde",Dev Patel,tt9214772,71,39000,28,7.4,121,,https://m.media-amazon.com/images/M/MV5BNzZlODVjMzgtZGM1Yi00MWMwLTkyYTQtMzJlZjQ4MDgwYzg4XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,"Universal Pictures, BRON Studios, Creative Wealth Media Finance",Un jeune homme anonyme lance une campagne de vengeance contre les dirigeants corrompus qui ont assassiné sa mère et qui continuent à victimiser systématiquement les pauvres et les impuissants.,Monkey Man,https://www.imdb.com/title/tt9214772/?ref_=rlm,,17-04-2024
,,"Xavier-Adrien Laurent, Xavier Mussel, Philippe Saïd, Marc Dujarric, Michèle Brousse, Jean-Claude Bohbote, Jean-Yves Duparc, Yves Capus, Antonin Dobrowolska, Rémi Guelfi, Lucas Villepelet, Anne-Capucine Blot, Léo Aguiton, Damien Le Moing, Jean-Marie Bourcier, Laurent Levy, Belen Lorenzo, Raul Fokoua",Comédie,Suisse,Xavier Mussel,tt26605836,,,,,72,,https://m.media-amazon.com/images/M/MV5BYzljNDhhNDctNGUwNS00NTZjLTg5ZjItNjBlZmJlZTFiNjViXkEyXkFqcGdeQXVyMzQ4Mzg1NjQ@._V1_.jpg,Parallaxe films,"Le tournage rocambolesque d'une équipe de cinéma, embarquée dans une maison de campagne par un cinéaste idéaliste, qui projette de faire un film sans scénario, au gré du hasard.",Le Naméssime,https://www.imdb.com/title/tt26605836/?ref_=rlm,,10-04-2024
,1417000,"Majd Mastoura, Walid Bouchhioua, Samer Bisharat, Selma Zghidi, Helmi Dridi, Wissem Belgharak, Ayoub Hedhili, Mondher Chouchen, Amel Karray, Ammar Chikha, Rania Agrebi, Mahmoud Said, Walid Bel Haj Ammar, Jasser Oueslati, Yosra Rebai, Mouna Bel Haj Zekri, Ala Hamed, Bilel Ben Ghorbel",Drame,"Tunisie, Belgique, France, Italie, Arabie saoudite, Qatar",Mohamed Ben Attia,tt26771225,,79,,6.4,98, Oura El Jbel,https://m.media-amazon.com/images/M/MV5BMDVmOGNjNjQtNDNiYS00ZTUwLWExN2QtMDk2Mjk4MmFiMzA1XkEyXkFqcGdeQXVyODY0MDQ3NTI@._V1_.jpg,"Nomadis Images, Les Films du Fleuve, Tanit","A man who violently breaks free from his banal environment, evading society with its principles, codes and institutions.",Par-Delà Les Montagnes,https://www.imdb.com/title/tt26771225/?ref_=rlm,,10-04-2024
,,"Simon Astier, Lily Aubry, Sébastien Chassagne, Charlotte Gainsbourg, José Garcia, Hadrien Heaulme, Jiselle Henderkott, Kevin Ke, Baptiste Lecaplain, Adrien Ménielle, Jérôme Niel, Luis Rego, Lyès Salem",Comédie,France,Florent Bernard,tt28480619,,32,,7.8,102,,https://m.media-amazon.com/images/M/MV5BNGI3ZGExYWUtMjQzNC00YTQxLWE5NDgtMzE1MzIzNjUwZGI1XkEyXkFqcGdeQXVyODM4MzE2MzE@._V1_.jpg,"Apollo Films, Nolita Cinema, TF1 Films Production",Un homme emmène sa femme et leurs enfants adolescents dans un voyage de souvenirs alors qu'il est sur le point de divorcer.,"Nous, Les Leroy",https://www.imdb.com/title/tt28480619/?ref_=rlm,,10-04-2024
